,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
236,Rhode Island,25,10,15,0.4,5.29,4.93,,7,10,,6,3,,2,9,,71.4,71.1,,40.8,25.4,57.4,0.442,5.72,18.3,0.312,14.9,22.3,0.668,10.6,38.5,12.1,6.56,4.56,14.1,17.8
237,Rice,28,15,13,0.536,-3.73,-1.49,,6,10,,9,3,,3,9,,73.9,73.6,,40,26.1,59.3,0.44,10.2,28.6,0.358,11.4,15.6,0.731,9.43,37,15.3,5.46,2.14,15.1,13.9
238,Richmond,23,14,9,0.609,9.04,5,,6,5,,6,4,,5,3,,74.7,69,,40,27.1,57.4,0.472,7.52,21,0.357,12.9,17.7,0.727,6.7,30.1,14.2,8.87,2.13,10.5,15.5
239,Rider,23,6,17,0.261,-12.24,-5.76,,5,13,,1,8,,4,8,,67.5,74,,40.2,24.5,57.3,0.428,6.3,17.9,0.353,12.2,16.6,0.733,8.96,33.3,12.3,5.09,2.04,12.7,18.7
240,Robert Morris,19,4,15,0.211,-13.2,-5.53,,3,12,,3,6,,1,9,,72.3,78.6,,41.6,27.3,61.5,0.443,7.47,20.7,0.36,10.3,15.7,0.656,10.9,34,15.7,6.53,3,13.4,18.3
241,Rutgers ,28,16,12,0.571,14.14,12.5,,10,10,,10,4,,4,6,,69.3,67.6,,40.2,26.5,59,0.449,6.14,19.7,0.312,10.2,16,0.636,9.71,35.3,13.7,7.61,5.14,11.5,17.5
242,Sacramento State,20,8,12,0.4,-7.76,-3.65,,5,9,,5,3,,3,8,,72.2,72.1,,40.8,26.6,57.9,0.459,6.65,18.1,0.367,12.4,18.3,0.679,9.35,31.4,12.8,6.9,2.25,10.1,17.8
243,Sacred Heart,18,9,9,0.5,-12.19,-7.47,,9,7,,4,3,,5,6,,70.3,75,,40.8,23.9,58.1,0.412,7.94,24.1,0.329,14.4,19.5,0.741,10.8,35.9,13.4,4.89,2.11,12.9,16.6
244,Saint Francis (PA),22,6,16,0.273,-10.3,-5.8,,5,13,,4,6,,2,10,,68.9,73.4,,40.5,24.6,57.5,0.427,5.86,19,0.309,13.8,19.4,0.714,10.4,35.4,12.8,5.77,2.14,14.2,17.2
245,Saint Joseph's,20,5,15,0.25,-4.56,5.89,,3,9,,3,3,,1,9,,72.2,82.6,,41.3,25.3,61.9,0.409,9.55,30.4,0.314,12,16.6,0.725,8.25,33.8,14.3,6,1.8,14.1,17.9
246,Saint Louis,21,14,7,0.667,11.76,2.19,,6,4,,12,1,,1,4,,75,65.4,,40,27.9,60.4,0.462,6.52,18.8,0.348,12.7,18,0.704,12.3,38.4,17.6,7.38,3.29,12.1,17
247,Saint Mary's (CA),24,14,10,0.583,8.05,6.43,,4,6,,9,3,,2,3,,64.3,62.6,,40,23.4,55.5,0.422,6.17,21,0.294,11.3,15.3,0.734,8.46,34.4,10.7,6.04,3.08,11.3,16.7
248,Saint Peter's,25,14,11,0.56,-5.48,-7.2,,10,8,,8,3,,4,7,,63.2,61.5,,40,22.2,55.4,0.4,6.16,19.1,0.323,12.6,18.1,0.698,11,37,11.7,8.04,5.32,14.8,20
249,Sam Houston,28,19,9,0.679,-3.29,-4.87,,13,3,,12,1,,7,6,,79.6,70.3,,40,28.5,62.8,0.453,9.11,25.5,0.357,13.6,19.6,0.692,11.4,36.9,15.5,8.46,3.14,14.4,20.2
250,Samford,19,6,13,0.316,-8.93,-1.63,,2,9,,4,5,,2,7,,76.8,79.5,,40.8,28.5,64.1,0.444,7.95,25.5,0.312,11.9,17.4,0.686,11.7,39.7,14.9,6.79,2.47,16.2,20.9
251,San Diego,14,3,11,0.214,-5.22,5.64,,2,7,,0,5,,3,5,,66.2,77.1,,40.4,25.1,60.5,0.416,5.86,19.3,0.304,10.1,15.5,0.65,8,33.5,13.2,6.71,3.43,13.2,18
252,San Diego State ,28,23,5,0.821,14.36,2.99,,14,3,,13,2,,6,2,,73.6,61.2,,40.2,25.7,57,0.451,8.57,23.3,0.369,13.7,19.1,0.719,9.79,35.8,13.9,8.18,2.79,11.1,18.4
253,San Francisco,25,11,14,0.44,6,3.84,,4,9,,3,5,,4,6,,71.4,69.3,,40,25.9,60.6,0.427,10.4,30.5,0.34,9.32,13,0.719,9.04,33.2,11.9,7.16,3.32,11.7,19.3
254,San Jose State,21,5,16,0.238,-17.5,0.98,,2,12,,4,6,,0,8,,65.8,81.3,,40,23.5,59.9,0.392,7.48,23.5,0.318,11.3,17.3,0.654,8.24,34.4,10.1,4.71,2.71,12.6,16.6
255,Santa Clara,20,12,8,0.6,-0.05,2.16,,4,5,,6,3,,4,3,,69.7,70.6,,40,24.3,56,0.434,5.5,17.9,0.306,15.6,22.8,0.684,8.2,36.5,12,4.4,3.9,13,17.9
256,Seattle,23,12,11,0.522,-5.24,-3.51,,4,5,,6,3,,3,6,,72.9,68.6,,40.2,25.8,62,0.416,8.09,25.8,0.314,13.3,18.1,0.733,10.3,33.7,11.5,6.57,3.48,10.7,18.9
257,Seton Hall,27,14,13,0.519,11.12,9.53,,10,9,,7,4,,6,7,,71.3,69.7,,40.6,24.9,56.5,0.441,6.67,20.8,0.321,14.7,20.1,0.732,10.2,34.9,12.9,6.3,4.37,13,16.4
258,Siena,17,12,5,0.706,-3.99,-8.58,,12,4,,6,2,,6,2,,67.6,63,,40,24.2,52.6,0.46,6.35,18.5,0.344,12.9,19.6,0.658,8.94,34.9,12.6,5.53,3.29,12.9,15.5
259,South Alabama,28,17,11,0.607,-6.03,-5.86,,10,7,,10,5,,6,5,,74.1,70.9,,40.5,25.5,57.9,0.441,9.14,25.3,0.362,13.9,19.4,0.718,9.61,35.6,11.2,7.14,3.25,11.9,15.5
260,South Carolina,21,6,15,0.286,3.39,10.01,,4,12,,3,6,,2,7,,72.5,79.1,,40,27,65,0.415,6.76,22.2,0.305,11.9,18.1,0.654,12.8,36,13.3,8.38,3.67,14.9,19.1
261,South Carolina State,18,1,17,0.056,-24.9,-7.56,,1,7,,1,6,,0,11,,61.2,78.6,,40,22.3,57.4,0.388,6.83,21.6,0.317,9.83,15.8,0.621,9.72,31.3,9.89,5.89,2.78,17.3,18.6
262,South Carolina Upstate,23,5,18,0.217,-13.7,-5.2,,5,11,,3,8,,2,10,,65.9,74.4,,40,23.4,55.2,0.424,7.43,22.1,0.337,11.7,16.2,0.72,8.09,31.2,12,6.22,2.48,14.1,18.5
263,South Dakota,25,14,11,0.56,-1.25,-3.5,,11,4,,7,2,,5,4,,76,72.2,,40,27,57.5,0.469,7.44,19.1,0.389,14.6,18.7,0.78,7.2,34.8,14,4.56,2.44,10.7,18.7
264,South Dakota State,23,16,7,0.696,3.27,-2.05,,9,3,,8,1,,4,2,,80.4,73.5,,40,28.5,57.2,0.498,8.04,19.9,0.404,15.4,21.6,0.716,7.74,35.7,14.2,5.52,3.09,12.3,16.1
265,South Florida,22,9,13,0.409,-0.02,6.27,,4,10,,4,6,,3,4,,65.9,71.4,,40.2,23.5,58,0.404,6.27,19.2,0.327,12.7,19.9,0.637,12.5,37.8,11.4,5.27,2.82,14,17.2
266,Southeast Missouri State,27,11,16,0.407,-10.18,-7.51,,9,11,,7,6,,3,9,,69,71.7,,41.1,23.3,54.4,0.429,7.59,21.6,0.352,14.8,22,0.671,9.56,35.1,13.9,6.85,2.37,15.4,19
267,Southeastern Louisiana,26,8,18,0.308,-17.4,-8.02,,5,11,,3,4,,4,13,,68.3,77.7,,40.6,22.7,57.6,0.395,6.81,23.3,0.292,16,23.6,0.678,12.1,34.1,10,6.92,2.46,15.9,19.6
268,Southern,19,8,11,0.421,-13.49,-13.07,,8,6,,5,2,,3,7,,69.8,70.3,,40.8,24.5,56.7,0.432,5.47,16.9,0.323,15.4,22.9,0.672,9.68,36.3,14.1,8.16,2.58,16.3,20.6
269,Southern California ,33,25,8,0.758,20.5,10.65,,15,5,,13,2,,7,3,,74.9,65.1,,40.6,27.4,58.1,0.472,6.48,18,0.36,13.7,21.1,0.649,11.6,38.8,13.9,4.76,5.09,12.4,15.1
270,Southern Illinois,26,12,14,0.462,-3.56,0.72,,5,13,,8,5,,3,8,,65.5,68.1,,40.4,23.6,52.4,0.451,8.08,21.5,0.375,10.2,15.4,0.665,5.35,29.7,13.5,6.15,1.85,12,14.2
271,SIU Edwardsville,26,9,17,0.346,-14.94,-6.02,,7,12,,2,8,,6,7,,65.7,73,,40,23.8,54,0.441,6,18.8,0.318,12.1,17.8,0.68,8.69,32.8,13,5.88,4.65,15.9,16.8
272,Southern Methodist,17,11,6,0.647,10.97,4.44,,7,4,,6,2,,5,2,,74.6,68.1,,40,26.8,58.8,0.456,7.65,21.8,0.35,13.4,18.4,0.728,10.4,36.7,15.3,6.12,4.53,14,17.5
273,Southern Mississippi,25,8,17,0.32,-6.88,-2.1,,4,13,,6,7,,2,9,,64.2,66.7,,40.2,24.1,55.8,0.432,5.36,16.8,0.318,10.6,15.7,0.676,8.32,35.1,12.1,5.92,2.08,14.1,15.9
274,Southern Utah,24,20,4,0.833,0.63,-5.69,,12,2,,14,0,,5,3,,84.2,69.5,,40.2,29.1,61.5,0.474,8.79,25.8,0.341,17.2,23,0.748,11,39.4,14.1,7,2.63,12.1,16.9
275,St. Bonaventure ,21,16,5,0.762,13.44,4.49,,11,4,,8,1,,4,3,,70,61.1,,40,25.8,58.3,0.443,6.38,18.6,0.344,12,16.3,0.738,11.3,36.9,14.6,5.86,3.95,10.7,15.3
276,St. Francis (NY),19,9,10,0.474,-10.23,-8.38,,9,9,,4,6,,5,4,,77.7,79.5,,40.3,28.5,63.9,0.446,6.21,18.7,0.331,14.4,19.6,0.735,11.4,36.2,14.3,8.05,3.47,12.1,20.2
277,St. John's (NY),27,16,11,0.593,9.41,7.19,,10,9,,11,3,,4,6,,79,76.7,,40.6,28.9,64.6,0.447,7.41,21.5,0.345,13.9,18.5,0.749,11.2,36,16.3,9.11,3.89,12.6,18.3
278,Stanford,27,14,13,0.519,10.15,10.01,,10,10,,5,4,,6,6,,69.7,69.6,,40.7,25.1,54.1,0.464,5.37,16.7,0.322,14.1,19.7,0.717,7.74,33.5,12.3,7.07,3.41,14.9,16.6
279,Stephen F. Austin,21,16,5,0.762,-1.63,-8.46,,13,3,,10,1,,6,4,,80.3,70.7,,40.5,29.6,56.9,0.521,4.76,14.1,0.337,16.3,24,0.68,11.6,35.7,15.8,9.48,3.48,16.6,20
280,Stetson,27,12,15,0.444,-7.26,-4.51,,7,9,,7,5,,3,8,,71.3,70.2,,40.4,25.4,58.8,0.433,9.11,24.7,0.369,11.3,16.2,0.696,10.4,35.4,13.7,6.96,2.74,13.2,16.4
281,Stony Brook,23,9,14,0.391,-6.14,-4.73,,7,9,,5,5,,4,8,,66.2,65.6,,40.4,23.6,57.3,0.412,6.09,20.6,0.296,12.9,18.9,0.682,11.4,38,12.1,5.61,4.96,13.8,16.8
282,Syracuse ,28,18,10,0.643,13.27,8.59,,9,7,,13,1,,2,7,,74.8,70.1,,40.2,26.5,60,0.442,8.46,24.2,0.35,13.3,17,0.782,10.2,35.4,15,8.11,5.04,11.3,14.6
283,Tarleton State,20,10,10,0.5,-7.28,-3.02,,5,7,,6,3,,4,7,,73.3,62.3,,40,26.5,56.5,0.469,5.5,14.6,0.378,14.8,20.6,0.721,8.5,31.9,14.7,10.4,2.65,11.6,19.6
284,TCU,26,12,14,0.462,2.61,6.99,,5,11,,6,7,,3,6,,66.8,71.2,,40.2,24,54.9,0.438,6.73,19.9,0.338,12,17.8,0.672,9.81,34.6,13,6.04,3.46,14.2,15.7
285,Temple,16,5,11,0.313,2.57,5.57,,4,10,,3,5,,2,5,,65.8,68.8,,40,21.8,54.3,0.401,7.19,21,0.342,15.1,21.1,0.716,9.25,36.3,13.4,4.19,2.44,13.3,17.6
286,Tennessee ,27,18,9,0.667,16.87,8.46,,10,7,,13,3,,4,4,,71.9,63.5,,40,25.3,57.6,0.439,6.59,19.9,0.331,14.8,19.8,0.746,10.9,35.9,14.9,7.26,4.81,12.5,16.4
287,Tennessee State,23,4,19,0.174,-14.1,-7.23,,3,17,,4,8,,0,11,,68.4,74,,40.4,24.7,58.3,0.423,6,20.9,0.288,13,19,0.683,9.35,33.7,11.7,7.39,3.17,15.3,20.8
288,Tennessee Tech,27,5,22,0.185,-14.13,-3.84,,5,15,,5,6,,0,16,,66.6,76.9,,40.2,24.3,56.2,0.432,7.7,24,0.321,10.3,15.2,0.676,9.07,33.6,14.1,6.52,2.3,15.9,15.9
289,Tennessee-Martin,24,8,16,0.333,-19.41,-5.89,,6,14,,6,7,,2,9,,65.5,77,,40.4,23.2,58,0.399,6.88,20.6,0.333,12.3,17,0.719,10.8,32.3,12,7.17,2.58,14.3,17.9
290,Texas ,27,19,8,0.704,15.51,9.36,,11,6,,8,5,,6,2,,74.4,68.2,,40.6,26,57.3,0.454,8.59,24.1,0.356,13.8,19.4,0.71,10.8,38.4,13.2,6.52,4.07,14.6,19.7
291,Texas A&M,18,8,10,0.444,2.2,4.86,,2,8,,6,4,,2,4,,64.3,66.9,,40,22.3,53.7,0.415,6.5,21.7,0.299,13.2,18.2,0.726,11,33.4,12.1,6.89,1.89,14.8,16.9
292,Texas A&M-Corpus Christi,24,5,19,0.208,-16.77,-6.1,,2,13,,4,8,,1,10,,64.8,71.5,,40,22.6,54,0.418,6.38,19.3,0.33,13.2,19.3,0.686,8.58,34,12.8,6.88,3.08,16.7,17.7
293,Texas Southern ,26,17,9,0.654,-6.15,-9.03,,10,3,,8,2,,5,6,,73.9,69.5,,40.2,26.7,60.2,0.444,4.5,16.3,0.276,15.9,22.8,0.699,12,40.9,12.1,7,4.42,15.3,17.9
294,Texas State,25,18,7,0.72,-3.85,-7.37,,12,3,,8,3,,9,3,,66.4,61.7,,40.6,25.2,54.4,0.462,5.56,14.6,0.38,10.5,14.9,0.707,9.24,32.9,13.6,6.88,2.92,13.3,16.9
295,Texas Tech ,29,18,11,0.621,16.59,7.28,,9,8,,11,4,,5,4,,72.5,63.2,,40.3,25.3,57.7,0.439,6.38,18,0.354,15.5,21.9,0.71,11.5,35,13,7.14,4,10.8,17.3
296,Texas-Rio Grande Valley,19,9,10,0.474,-9.63,-5.23,,2,5,,8,3,,1,6,,72.4,67.7,,40,25.1,61.3,0.409,6.63,22.6,0.294,15.7,24.6,0.637,13.5,39.1,15.2,8.89,4.26,14.8,21.5
297,The Citadel,25,13,12,0.52,-6.07,-1.45,,5,11,,11,3,,1,8,,80.8,78.4,,40,28.3,62.6,0.452,10.2,28.8,0.356,13.9,19.8,0.701,9.48,37.8,15.6,5.44,4.32,12.1,16.2
298,Toledo,30,21,9,0.7,6.59,-1.88,,15,4,,12,1,,7,5,,81.1,72.6,,40.5,28.4,62.3,0.456,10.5,28.1,0.372,13.8,17.7,0.78,10.7,37.6,16,6.13,2.47,11.1,15.3
299,Towson,18,4,14,0.222,-9.83,-2.33,,3,9,,4,4,,0,6,,67.4,74.9,,40.6,24.1,58.6,0.411,5,17.3,0.289,14.2,19.6,0.727,12.5,37,9.44,5,2.78,12.4,17.7
300,Troy,28,11,17,0.393,-12.06,-4.06,,4,12,,7,4,,2,11,,65.3,69.4,,40.2,22.7,57,0.398,6.11,22.1,0.276,13.8,19.8,0.695,10.8,37.7,11.4,6.25,3.11,14.9,17.1
301,Tulane,23,10,13,0.435,1.03,3.59,,4,12,,6,6,,3,6,,63.9,66.5,,40,21.1,55.2,0.383,6.57,22,0.298,15.1,20.2,0.746,8.3,32.7,11.7,7.48,3.09,11.2,15.7
302,Tulsa,23,11,12,0.478,4.19,5.43,,7,9,,7,5,,4,4,,68.4,65.6,,40,24.6,54.9,0.448,6.91,21.9,0.315,12.3,18.1,0.678,8.87,34,14.2,6.35,2,13.3,16.5
303,UAB,29,22,7,0.759,5.8,-3.83,,13,5,,15,2,,6,4,,72.6,60.3,,40,27.2,60.2,0.451,5.07,16.4,0.309,13.2,18.9,0.696,10.7,36.7,10.6,7.97,4.17,10.5,15.2
304,UC Davis,18,10,8,0.556,-5.83,-4.24,,7,5,,4,3,,4,3,,71.9,71.6,,40.8,24.9,56.7,0.44,5.67,17.5,0.324,16.4,20.9,0.785,8.89,31.7,10.8,7.5,2.78,14.5,19.9
305,UC Irvine,27,18,9,0.667,3.46,-0.86,,13,4,,10,1,,6,6,,72.2,63.4,,40.4,27,59.8,0.451,4.89,14.4,0.338,13.3,17.6,0.759,11.2,39.6,11.8,7.56,4,13,16.7
306,UC Riverside,22,14,8,0.636,4.12,-2.43,,10,5,,5,4,,7,3,,70.2,63.6,,40.5,26,58.2,0.447,9.14,24.6,0.371,9.05,12.8,0.706,8.59,36.3,14,5.27,2.32,12,17.5
307,UC San Diego,17,7,10,0.412,-6.95,0.98,,4,10,,7,3,,0,7,,71.4,72.1,,40.3,26.3,57.2,0.459,11.1,29.4,0.376,7.76,12.2,0.638,5.82,29.5,17.3,6.82,2.18,13.2,13.6
308,UC Santa Barbara ,27,22,5,0.815,7.8,-2.08,,15,3,,11,0,,8,4,,76,62.8,,40.4,27.4,56.8,0.482,6.7,19.3,0.347,14.5,19.3,0.751,9.3,35.2,16.2,7.37,2.78,10.9,15.9
309,UCF,23,11,12,0.478,5.94,8.15,,8,10,,6,3,,4,8,,67.2,69.4,,40.2,23.6,54.9,0.429,7.83,22,0.355,12.3,16.8,0.729,9.39,33.3,12.4,6.83,3.43,14.8,16.9
310,UCLA ,32,22,10,0.688,16.3,11.34,,13,6,,11,1,,5,6,,73.4,68.4,,41.4,26.8,58,0.461,6.81,18.3,0.372,13.1,18.3,0.715,9.75,34.9,13.7,4.94,2.78,10.5,16.1
311,UNC Asheville,20,10,10,0.5,-6.99,-7.59,,9,5,,6,4,,4,6,,73.4,72.8,,40.8,27.4,57.6,0.476,8.05,22.5,0.358,10.6,17.4,0.606,9.3,33.5,12.7,7,4.35,15.1,18.4
312,UNC Greensboro ,30,21,9,0.7,3.48,-2.15,,13,5,,7,3,,10,3,,73,67.3,,40.2,27.4,65.1,0.421,7.6,25.4,0.299,10.6,15.5,0.683,12.6,39.1,12.3,7.47,3.83,11,18.1
313,UNC Wilmington,17,7,10,0.412,-6.84,-6.47,,1,6,,3,4,,3,4,,76.3,73.7,,40.3,26,59.5,0.437,7.53,21.8,0.345,16.8,21.9,0.766,9.53,32.2,12.1,6.06,3.53,11.2,18
314,UT Arlington,26,13,13,0.5,-7.23,-4.57,,9,8,,9,4,,3,8,,73.7,70.3,,40.2,26,63.8,0.408,9.04,25.3,0.357,12.6,17.1,0.736,11.7,37.4,13.7,8.27,4.77,12,16.7
315,Utah,25,12,13,0.48,11.86,9.54,,8,11,,8,5,,3,7,,72.1,69.8,,40.4,26.2,55.9,0.469,6.88,19.4,0.355,12.8,16.1,0.792,7.4,31.3,15.1,5.44,3.4,12.6,16.8
316,Utah State ,29,20,9,0.69,10.99,1.32,,13,4,,10,2,,5,3,,72.6,62.3,,40,26.7,59.7,0.446,6.38,19.2,0.332,12.9,17.9,0.722,12.4,40.7,16.2,6.66,5,13.9,15
317,Utah Tech,21,8,13,0.381,-14.01,-3.43,,4,10,,5,7,,3,6,,69.6,76.3,,40,24.5,58.4,0.419,6.1,19.9,0.306,14.5,20.3,0.714,9.52,35.2,15.3,6.81,2.05,15.2,20.9
318,Utah Valley,22,11,11,0.5,-3.41,-1.61,,9,4,,8,4,,3,6,,74.2,74.3,,40.2,26.9,56.6,0.475,5.27,15.2,0.346,15.1,23.9,0.631,10.9,38.8,16.8,5.23,4.59,15,19.6
319,UTEP,24,12,12,0.5,1.07,1.26,,8,8,,10,2,,2,9,,70.8,68.5,,40.2,25.3,59.7,0.425,7.13,21.8,0.326,13,17.3,0.748,8.75,34.5,11.9,6.25,2.79,10.9,17.5
320,UTSA,26,15,11,0.577,-1.22,-0.17,,9,7,,12,2,,2,8,,78.8,73.3,,40,29.5,66,0.447,8.04,24,0.334,11.7,15.4,0.761,11.5,38.5,14.7,6.19,3.19,11.6,18.3
321,Valparaiso,28,10,18,0.357,-4.21,1.14,,7,11,,6,6,,4,11,,65,67.9,,40.4,23.6,56.3,0.419,6.75,22.7,0.298,11.1,15.3,0.727,7,32.9,12.7,6.54,3.46,12.4,15.9
322,Vanderbilt,25,9,16,0.36,6.14,6.74,,3,13,,6,7,,2,8,,71.8,72.4,,40,24.4,56.6,0.43,9.32,26.7,0.349,13.7,18.6,0.736,9.84,33.7,12.7,7,2.6,13.8,17.6
323,Vermont,15,10,5,0.667,1.99,-7.61,,10,4,,6,3,,4,2,,73,63.4,,40.7,25.5,55.2,0.463,7.73,22.5,0.344,14.2,18.2,0.78,8.4,34.9,14.1,5,2.6,12.2,17.7
324,Villanova ,25,18,7,0.72,17.47,9.19,,11,4,,9,0,,4,4,,74.8,66.5,,40.2,26.2,57.8,0.453,9.16,25.9,0.353,13.2,17.4,0.763,9.28,33.9,15,5.08,1.88,9.08,15.5
325,Virginia ,25,18,7,0.72,15.27,7.59,,13,4,,10,1,,6,3,,68.2,60.5,,40.2,25.2,53,0.474,8.48,22.6,0.375,9.4,11.5,0.816,6.48,31.6,13.8,4.92,4.44,9.16,12.9
326,Virginia Commonwealth ,26,19,7,0.731,11.3,4.76,,10,4,,12,2,,5,3,,71.7,65.2,,41.7,25.3,56.2,0.451,6.46,19.6,0.329,14.5,19.1,0.761,9.15,34.2,13.3,9.23,5.38,14.6,18.7
327,VMI,25,13,12,0.52,-0.41,-0.78,,7,7,,11,1,,1,10,,80,75.9,,40.4,28.2,60.7,0.465,10.8,28.4,0.38,12.8,16.5,0.772,8.12,38.5,15.7,5.36,3,12.6,14.6
328,Virginia Tech ,22,15,7,0.682,12.59,6.5,,9,4,,10,2,,3,3,,72,66,,40.7,25.4,56.4,0.45,8.18,23.1,0.354,13.1,18.8,0.698,9.27,34.5,14.2,4.82,3.86,11.6,16.5
329,Wagner,20,13,7,0.65,-5.35,-7.9,,13,5,,7,3,,6,4,,71.3,68.7,,40.8,26.6,60.3,0.442,5.85,18.4,0.318,12.1,16.9,0.718,12.3,35.6,12.9,7.35,2.55,12.3,20.3
330,Wake Forest,22,6,16,0.273,1.72,8.06,,3,15,,5,6,,1,9,,66.3,72,,40.2,22.8,55.5,0.41,8.86,25.5,0.347,11.9,16.3,0.727,9,32.6,11.5,6.18,2.18,13.6,16.6
331,Washington,26,5,21,0.192,1.88,11.61,,4,16,,4,7,,1,9,,67.7,77.4,,40,24.7,58.2,0.424,7.58,22.8,0.332,10.8,15.3,0.705,8.19,31.2,10.8,6.08,3.65,13.7,18.2
332,Washington State,27,14,13,0.519,8.12,6.93,,7,12,,11,5,,3,6,,68.6,67.4,,41.1,23.4,57,0.411,7.7,22.6,0.341,14,19.8,0.71,11.3,38,12.1,6.19,3.52,15.3,18.4
333,Weber State,23,17,6,0.739,3.14,-5.22,,12,3,,11,0,,6,5,,81.8,69.3,,40,28.5,56.5,0.505,8.39,21.6,0.389,16.3,20.8,0.787,6.43,32.8,15,6.7,3,12.5,16.3
334,West Virginia ,29,19,10,0.655,15.36,10.05,,11,6,,8,5,,7,2,,77.3,72,,40.5,26.5,61.8,0.429,7.45,20.4,0.364,16.9,23.4,0.719,13.4,37.8,14,7.59,2.83,12,16.3
335,Western Carolina,27,11,16,0.407,-7.43,-2.03,,4,13,,6,5,,4,9,,75.5,78.9,,40.9,26.5,58.4,0.454,8.37,24.5,0.341,14.1,19.4,0.726,7.81,34.4,13.3,4.93,2.78,14.1,16.9
336,Western Illinois,22,7,15,0.318,-12.48,-4.62,,5,9,,2,5,,4,9,,73,79.4,,40,25,61.9,0.404,7.14,22.6,0.316,15.9,22.2,0.715,11.7,38.1,10.2,5.27,3.05,13,20.2
337,Western Kentucky,29,21,8,0.724,5.19,0.5,,11,3,,11,2,,5,3,,72.7,68,,40.3,25.3,56.3,0.449,6.38,18.5,0.345,15.8,20,0.788,10.5,37.7,13.6,6.45,4.62,14.2,14.1
338,Western Michigan,21,5,16,0.238,-11.51,-1.21,,4,12,,2,9,,3,7,,63.1,72,,40,23.8,54.9,0.433,6.71,20.3,0.33,8.86,13.9,0.639,7.95,33.8,11.7,4.43,2,14.5,16.5
339,Wichita State ,22,16,6,0.727,9.36,6.91,,11,2,,10,2,,5,2,,71.5,66.8,,40.5,24.2,59.9,0.405,8.09,24.1,0.336,14.9,21.9,0.68,11.9,37.9,13,6.14,3.73,11.2,15.5
340,William & Mary,17,7,10,0.412,-11.23,-3.99,,4,6,,1,3,,5,6,,64.8,72,,40.3,22.8,55.8,0.409,5.76,20.1,0.287,13.4,17.8,0.749,10,33.8,10.8,5.29,3.29,13.6,15.6
341,Winthrop ,25,23,2,0.92,4.69,-7.15,,17,1,,11,1,,10,0,,78.9,67,,40,27.8,60.8,0.457,8.4,23.9,0.352,14.9,21.6,0.688,12.8,40.1,15,7.44,2.28,14,18.4
342,Wisconsin ,31,18,13,0.581,17.22,11.93,,10,10,,11,5,,5,6,,69.9,64.6,,40.3,24.7,58.3,0.425,8.68,23.8,0.364,11.7,15.3,0.768,8.23,33.6,13.4,5.65,3.97,9.03,16.1
343,Wofford,24,15,9,0.625,1.76,-0.24,,12,5,,9,3,,6,4,,74.3,67.8,,40.2,26.9,57.3,0.47,10.3,28.8,0.355,10.3,14.5,0.705,9,34.5,14.6,6.67,2,12.8,15.8
344,Wright State,24,18,6,0.75,6.89,-7.65,,16,4,,9,4,,9,2,,82,67.4,,40.2,29.6,61.3,0.483,7.46,20.2,0.37,15.3,21.2,0.724,11.8,42.3,15.4,5.92,3.63,13.1,13.7
345,Wyoming,25,14,11,0.56,-1.23,-2.31,,5,9,,7,5,,4,5,,76.6,75.5,,40.4,26,57.7,0.45,10,28.2,0.357,14.6,20.4,0.719,8.12,32.6,14,5.8,2.16,11.2,18.7
346,Xavier,21,13,8,0.619,11.09,6.47,,6,7,,11,2,,2,5,,74.8,70.2,,40.5,28,61.2,0.458,7.71,23.7,0.325,11,15.9,0.694,9.52,37.7,17.6,6.9,4.05,11.2,15.5
347,Youngstown State,27,15,12,0.556,-9.78,-8.17,,9,11,,10,5,,5,7,,74.4,72.2,,40.6,26.6,61.9,0.429,6.89,22.4,0.307,14.4,19.9,0.726,12.8,36.7,12.9,6.04,1.63,11.5,16.3
