,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
351,Western Illinois,30,16,14,0.533,-7.59,-4.73,,9,9,,11,4,,5,9,,73,72.4,,40.2,26.5,58.5,0.453,6.97,21.7,0.321,13.1,18.7,0.7,9.47,34.5,13.7,5.8,3.57,10.7,14.5
352,Western Kentucky,33,17,16,0.515,-0.81,1.09,,8,12,,9,5,,5,9,,71.4,70.6,,40.3,25.4,57.8,0.44,7.55,21.1,0.358,13,18.2,0.712,9.09,34.9,12.6,6.18,5.24,11.6,14.8
353,Western Michigan,31,8,23,0.258,-10.55,-2.34,,4,14,,7,7,,1,15,,69.9,74,,40,25.4,58.7,0.432,8.06,24.4,0.33,11.1,15.5,0.714,12.2,37,12.8,4.61,2.19,12.7,16.8
354,Wichita State,32,17,15,0.531,5.78,3.25,,9,9,,8,8,,7,4,,71,68.5,,40.6,25.8,57.5,0.45,6.63,21.4,0.309,12.7,17.7,0.716,9.75,36.3,13.3,6.34,4.03,12.5,14.9
355,William & Mary,33,13,20,0.394,-10.99,-4.18,,7,11,,11,5,,1,14,,67.2,70.3,,40.2,24,55.4,0.432,7.76,21.2,0.367,11.5,16.9,0.682,10,33.2,12.2,6.03,2.03,12.1,16.2
356,Winthrop,32,15,17,0.469,-6.63,-3.59,,10,8,,10,4,,4,11,,73.8,74.4,,40.2,24.6,52.2,0.471,8.84,23.7,0.374,15.7,21.3,0.739,8.13,31,11.4,5.13,3.06,14,16.8
357,Wisconsin,35,20,15,0.571,10.98,9.29,,9,11,,11,6,,6,6,,65.3,63.6,,40.9,23.7,57.3,0.414,7.89,23.1,0.342,9.89,14.3,0.691,7.94,31.7,11.6,5.91,1.49,8.63,15.8
358,Wofford,33,17,16,0.515,-5.02,-3.32,,8,10,,12,4,,4,11,,74.7,72.5,,40.6,27.5,58.1,0.473,7.48,22.7,0.33,12.3,16.7,0.737,9.45,33,12.5,5.7,2.06,10.9,14.2
359,Wright State,33,18,15,0.545,-2.34,-5.89,,10,10,,9,6,,7,8,,79.9,73.7,,40.9,31.2,62.9,0.496,6.21,17.4,0.357,11.2,15.2,0.737,9.21,36.7,15,6.27,3,12.7,15.6
360,Wyoming,31,9,22,0.29,2.02,6.12,,4,14,,7,8,,1,8,,69.2,72.1,,40.2,23.9,54.2,0.44,8.65,24.8,0.349,12.8,18,0.711,7.94,32.1,11.1,4.87,2.55,12,15.7
361,Xavier ,37,27,10,0.73,16.03,9.16,,15,5,,15,2,,7,4,,80.9,74.1,,40.1,30,61,0.492,7.41,19,0.39,13.6,19.1,0.71,10.3,37.7,19.1,6.38,3.24,12.4,16
362,Yale,30,21,9,0.7,7.81,-1.62,,10,4,,10,1,,8,8,,75.8,63.2,,40.3,28,58.8,0.477,7.47,20.7,0.361,12.2,17.6,0.694,9.93,37.8,14.6,6.37,4.1,11.2,17.4
363,Youngstown State,34,24,10,0.706,1.67,-5.83,,15,5,,14,3,,9,6,,81.9,72.5,,40.7,29.9,61.4,0.487,7.97,21.9,0.365,14.1,18.1,0.779,10.3,35.4,15.3,7,2.76,11.1,16.2
