,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
234,Presbyterian,32,11,21,0.344,-14.33,-5.53,,4,14,,8,8,,2,13,,66.4,71,,40.2,23.4,55,0.426,8.63,24.1,0.358,10.9,15.9,0.686,9.09,31.3,11.5,5.47,1.97,11.5,14.4
235,Princeton,29,13,16,0.448,-2.44,-1.97,,5,9,,7,5,,5,9,,72.6,71.8,,41.4,26,57.3,0.453,9.9,26.4,0.374,10.8,15.3,0.707,7.59,32.7,12.7,4.72,3.1,11.5,17.4
236,Providence ,35,21,14,0.6,11.12,10.23,,10,8,,13,4,,4,7,,73.6,72.7,,40.7,25.7,58.2,0.441,6.37,19.2,0.332,15.8,22.5,0.704,10.5,35.6,13.9,6.8,3.66,12.3,17.8
237,Purdue ,37,30,7,0.811,23.41,8.74,,15,3,,16,1,,8,2,,80.4,65.7,,40.1,27.9,56.7,0.493,9.54,22.7,0.42,15,20.2,0.743,8.62,35,16.2,5.7,4.86,10.8,15.7
238,Purdue Fort Wayne,33,18,15,0.545,-1.48,-3.24,,7,7,,13,3,,4,10,,82.3,76.8,,40.2,28.9,62.8,0.46,10.3,28,0.366,14.3,19.8,0.72,9.58,35.1,14.7,8,3.33,11.8,16.3
239,Quinnipiac,33,12,21,0.364,-9.5,-4.44,,7,11,,6,6,,3,12,,71.6,76.7,,41.1,23.8,56.5,0.422,9.18,27.1,0.339,14.8,20.9,0.706,10,34.6,12.2,5.52,2.61,13.5,17.2
240,Radford ,36,23,13,0.639,-2.62,-4.09,,12,6,,12,2,,7,10,,67.3,64.9,,40.7,23.6,55.6,0.425,7.69,22,0.349,12.4,17.1,0.725,11.5,34.6,12.3,6.28,2.92,12.3,16.6
241,Rhode Island ,34,26,8,0.765,11.81,4.61,,15,3,,15,1,,7,4,,76,68.8,,40.3,28.1,61.6,0.455,6.94,19.7,0.352,12.9,18.5,0.697,11.4,34.4,15.3,7.32,3.47,10.6,19
242,Rice,31,7,24,0.226,-8.63,-0.04,,4,14,,5,10,,2,13,,68.2,75.7,,40.3,22.9,56.5,0.406,8.39,26.4,0.318,13.9,20.8,0.669,10.5,36.8,12.2,5.35,2.13,14.8,16.4
243,Richmond,32,12,20,0.375,-0.17,3.61,,9,9,,6,9,,4,8,,71.8,75.6,,40.5,26.3,57.2,0.461,6.94,20.8,0.334,12.2,17,0.715,7.84,30.4,15.2,7.63,2.41,11.7,16.2
244,Rider,32,22,10,0.688,0.94,-2.65,,15,3,,12,1,,8,7,,81.9,78.3,,40.2,29.1,62.6,0.465,7.59,21.2,0.358,16,26.4,0.608,13.2,39.2,14.3,7.53,3.41,13.3,19.9
245,Robert Morris,33,16,17,0.485,-7.98,-6.1,,9,9,,4,6,,9,11,,68.8,70.7,,40.2,24.1,58.5,0.411,7.33,22.1,0.332,13.4,20.1,0.667,11.9,35.6,11.6,7.76,2.73,14.8,20.1
246,Rutgers,34,15,19,0.441,5.5,6.84,,3,15,,13,9,,0,9,,65.2,64.8,,40.4,24.4,60.1,0.406,4.26,14.7,0.29,12,18.7,0.644,13.1,38.7,9.79,7.06,4,11.7,17.1
247,Sacramento State,32,7,25,0.219,-8.9,-0.74,,4,14,,6,9,,1,12,,67.4,73.7,,40.2,25,56.3,0.444,6.31,17.8,0.354,11.1,16.2,0.684,8.38,32,13.1,5.38,3.44,12,18.3
248,Sacred Heart,31,10,21,0.323,-11.38,-6.98,,5,13,,5,9,,4,11,,68.7,72.2,,40.2,25.7,58.8,0.437,5.77,19.3,0.299,11.5,17.4,0.663,12.1,39.9,12.9,4.81,2.32,14.8,18.4
249,Saint Francis (PA),31,18,13,0.581,-6.12,-6.71,,12,6,,11,3,,7,10,,79,76,,40.6,27.7,59.5,0.466,8.06,21.6,0.373,15.5,20.3,0.762,8.9,33.7,13.4,6.74,2.32,11.6,16
250,Saint Joseph's,32,16,16,0.5,3.78,1.9,,10,8,,10,3,,4,9,,74.1,72.2,,40.3,25.8,61,0.423,7.97,23.7,0.337,14.5,21.1,0.687,9.03,37.5,14,6.34,2.84,10,15.5
251,Saint Louis,33,17,16,0.515,2.58,2.92,,9,9,,12,6,,3,7,,65.8,65.4,,40.2,22.2,52.5,0.422,5.61,17.4,0.323,15.8,24.3,0.652,11.8,36,11.9,6,4.42,12.7,18.1
252,Saint Mary's (CA),36,30,6,0.833,12.86,0.33,,16,2,,18,2,,11,1,,77,64.5,,40.4,28.2,54.7,0.515,7.89,19.2,0.41,12.8,16.6,0.769,8.28,33.7,15.5,4.44,2.61,9.92,15.4
253,Saint Peter's,32,14,18,0.438,-5.24,-4.37,,6,12,,8,5,,3,12,,65.2,66,,40.9,23.1,55.1,0.42,7.91,23.4,0.337,11,15.3,0.721,9.13,32.8,11.8,6.59,3.16,13,18.8
254,Sam Houston,36,21,15,0.583,-5.14,-4.8,,12,6,,14,2,,5,10,,71.4,68.8,,40.1,25,58.8,0.426,7.14,21.2,0.337,14.3,20,0.715,12.1,37.7,14.6,6.11,1.72,13.1,19.7
255,Samford,32,10,22,0.313,-11.1,-3.37,,6,12,,8,6,,2,14,,77.6,82.5,,40,27.2,57.7,0.471,9.03,24.2,0.373,14.2,18.6,0.764,8.25,30.4,16.6,7.19,2.38,13.6,16.5
256,San Diego,34,20,14,0.588,2.86,0.5,,9,9,,12,7,,8,6,,70.1,66.6,,40.3,23.6,52.2,0.452,8.5,23.4,0.364,14.5,20.4,0.711,7.44,32.9,14,5.47,4.06,13.1,20.6
257,San Diego State ,33,22,11,0.667,12.23,3.91,,11,7,,13,2,,5,7,,77.1,67.9,,40,27.3,59.6,0.459,7.24,21.5,0.337,15.2,21.3,0.715,11.1,37.9,14.8,6.24,3.24,11.9,17.1
258,San Francisco,39,22,17,0.564,1.13,1.63,,9,9,,16,6,,4,9,,68.8,68.7,,40.3,24.4,57.8,0.422,8.54,25.3,0.338,11.5,17,0.676,10.1,35.7,13.5,5.38,3.62,11.9,19.1
259,San Jose State,30,4,26,0.133,-8.74,2.91,,1,17,,3,11,,1,14,,65.8,75.3,,40.3,23.5,53.9,0.436,5.93,16.2,0.367,12.9,18.6,0.692,9.23,35.8,12.8,4.5,2.3,16.3,19
260,Santa Clara,31,11,20,0.355,-7.01,0.61,,8,10,,6,11,,5,5,,66.1,71.7,,40.2,23.2,54,0.429,7.48,22,0.34,12.3,16.9,0.725,7.84,28.6,13,5.42,2.35,11.3,17.3
261,Savannah State,32,15,17,0.469,-15.36,-5.06,,12,4,,10,2,,4,13,,86.1,93.5,,40.5,29.4,73.4,0.4,12.2,40.8,0.3,15.1,21.7,0.696,13.2,38.2,15.8,9.41,2.78,14,19
262,Seattle,34,20,14,0.588,-2.32,-3.09,,8,6,,16,3,,3,10,,76.1,72.6,,40.4,25.9,58.1,0.446,9.18,24.8,0.37,15.1,20.5,0.738,10.8,38.2,13.6,4.91,3.62,14.2,20.4
263,Seton Hall ,34,22,12,0.647,15.67,10.11,,10,8,,14,3,,5,6,,79.4,73.9,,40.3,28.6,61,0.468,7.35,20.1,0.365,15,21.4,0.698,12.2,38.3,15.5,6.18,3.44,12.7,18.1
264,Siena,32,8,24,0.25,-10.46,-2.99,,4,14,,7,8,,1,15,,67.7,75.2,,41.4,23.5,55.9,0.42,6.88,18.8,0.367,13.8,20.4,0.678,11.1,35.8,11.1,4.78,3.25,15.1,20
265,South Alabama,32,14,18,0.438,-5.44,-2.87,,7,11,,11,4,,2,13,,69.6,69.3,,40.2,23.5,55.8,0.421,7.88,24.3,0.323,14.8,21.1,0.7,9.41,36.4,12.4,5.34,3.94,15,19.1
266,South Carolina,33,17,16,0.515,9.45,9.23,,7,11,,10,5,,4,8,,70.1,69,,40.3,22.9,57.5,0.398,7.27,21.5,0.339,17,24.2,0.701,12.6,37.2,12.8,5.45,3.18,13.8,20.1
267,South Carolina State,32,10,22,0.313,-20.18,-8.78,,6,10,,8,5,,2,16,,73.6,83.1,,40.3,25.9,60.9,0.426,6.41,19.2,0.334,15.4,22.1,0.697,11.4,34.1,11,5.28,2.38,13.9,19.1
268,South Carolina Upstate,32,7,25,0.219,-17.46,-4.35,,2,12,,6,7,,0,17,,75.8,85.1,,40.3,27.5,63.9,0.431,10.3,29.8,0.345,10.4,14.4,0.726,10.5,33.2,14,6.09,2.69,11.6,17.7
269,South Dakota,35,26,9,0.743,6.17,-2.6,,11,3,,13,2,,9,5,,80.9,68.7,,40,29.1,61,0.476,6.94,19.5,0.355,15.9,21.1,0.75,10.3,37.7,13.2,6.83,1.97,11.1,16.9
270,South Dakota State ,35,28,7,0.8,6.84,-0.38,,13,1,,15,0,,8,5,,84.5,74.3,,40.4,28.7,61.3,0.467,10.7,26.5,0.403,16.5,21.7,0.762,8.86,38.9,13.3,4.91,2.29,10.1,16.1
271,South Florida,32,10,22,0.313,-7.25,0.06,,3,15,,7,11,,3,10,,63.3,70.6,,40.2,22.1,52.8,0.418,6.47,17.9,0.361,12.7,17.5,0.723,9.66,33.3,11.8,5.09,2.38,14,17.1
272,Southeast Missouri State,31,14,17,0.452,-8.12,-4.88,,8,10,,7,7,,6,9,,76,77.8,,40.3,25.7,55.8,0.46,9.32,23.8,0.392,15.3,21,0.729,8.81,32.4,13.6,5.74,1.74,12.5,17.8
273,Southeastern Louisiana,34,22,12,0.647,-6.4,-6.2,,15,3,,10,3,,10,7,,71.7,69.3,,40,25.5,56.2,0.454,7.35,20.9,0.351,13.4,20.4,0.658,10.6,34.1,14.6,6.62,2.88,13.8,16.7
274,Southern,33,15,18,0.455,-14.54,-9.57,,10,8,,11,3,,4,14,,69.1,71.8,,40.3,23.7,58.7,0.403,5.36,15.9,0.338,16.4,24,0.681,13.2,38.9,11.2,5.67,3.67,13.2,19.1
275,Southern California,36,24,12,0.667,12.81,6.29,,12,6,,13,5,,6,5,,77.7,71.2,,40.6,28.4,60.4,0.47,8.22,21.9,0.376,12.7,18,0.706,10.3,34.8,15.8,6.33,4.03,10.6,15.8
276,Southern Illinois,33,20,13,0.606,1.37,0.65,,11,7,,13,3,,5,8,,69.9,69.1,,40.6,25.4,55.1,0.462,6.52,18.3,0.356,12.6,18.1,0.696,8.52,32.7,14.1,7.52,3.58,12.7,17.8
277,SIU Edwardsville,30,9,21,0.3,-12.43,-3.36,,5,13,,4,9,,5,11,,69.7,78.7,,40,24.5,58.6,0.417,7.07,21.8,0.324,13.7,19.3,0.707,10.8,34.1,12.4,4.8,2.73,13.6,21.5
278,Southern Methodist,33,17,16,0.515,9.08,3.66,,6,12,,13,5,,2,8,,69.5,64.1,,40,24.7,55.6,0.444,8.52,22.5,0.379,11.6,17,0.686,11.1,33.6,14.4,7.39,3,11.6,16.2
279,Southern Mississippi,34,16,18,0.471,-4.26,1.31,,7,11,,11,3,,2,11,,70.6,72,,40.1,25.6,57.6,0.445,7.47,22,0.339,11.9,16.9,0.703,7.47,30.4,14.7,6.97,1.74,9.79,15.5
280,Southern Utah,32,13,19,0.406,-7.64,-0.87,,5,13,,9,5,,2,13,,75.5,80.7,,40.3,25.8,59,0.437,7.91,22.1,0.358,16.1,21.8,0.738,8.5,33.9,11.7,5.19,3.06,12.8,21.8
281,St. Bonaventure ,34,26,8,0.765,8.87,2.61,,14,4,,13,1,,9,4,,77.1,70.8,,40.6,26,57.6,0.451,7.5,19.4,0.386,17.6,23.4,0.752,10.1,35.5,13.9,7.03,3.47,11.5,19.8
282,St. Francis (NY),31,13,18,0.419,-12.24,-7.31,,10,8,,10,3,,3,13,,72.9,76,,40.6,25.3,60.9,0.415,8.74,25.3,0.346,13.6,19.1,0.712,10.6,33.7,11.5,7.26,2.65,12.6,21.5
283,St. John's (NY),33,16,17,0.485,10.29,10.69,,4,14,,9,7,,2,7,,73.1,72.6,,40.8,26.3,60.6,0.434,7.03,21.4,0.329,13.5,18.2,0.741,8.73,33.6,12.8,8.55,5.21,11.9,18.6
284,Stanford,35,19,16,0.543,8.08,7.14,,11,7,,14,5,,4,7,,75.9,74.9,,40.3,26.4,57.3,0.461,6.66,18.1,0.369,16.3,23.9,0.685,11.3,39.1,13.4,5.23,3.49,15,18.1
285,Stephen F. Austin ,35,28,7,0.8,2.66,-6.47,,14,4,,16,1,,9,5,,80.5,68.2,,40,28.6,58.8,0.486,6.91,18.6,0.372,16.5,23.4,0.705,11.5,35.7,14.2,10.3,3.06,15.4,21.9
286,Stetson,32,12,20,0.375,-12.38,-6.45,,4,10,,7,9,,5,11,,75.4,78,,40.3,28.3,64.2,0.442,7.81,22.7,0.344,10.9,16.2,0.672,9.16,34.3,14.7,7.13,2.72,10.9,18.3
287,Stony Brook,32,13,19,0.406,-5.08,-2.28,,7,9,,7,7,,6,11,,68.9,70.3,,40.3,24.3,58.3,0.417,7.78,23.7,0.329,12.4,18.9,0.657,11.5,36,13.3,8.16,2.94,14,20.2
288,Syracuse ,37,23,14,0.622,12.89,10.02,,8,10,,14,5,,4,6,,66.6,63.8,,40.5,22.5,53.9,0.417,5.62,17.7,0.318,16.1,21.8,0.736,11.9,37.2,10.7,6.97,5.35,12.4,16.5
289,TCU ,33,21,12,0.636,16.38,9.68,,9,9,,15,3,,3,7,,82.1,75.4,,40.8,29.7,59.8,0.496,8.3,21,0.395,14.4,20.4,0.706,11.2,36.4,18.6,6.48,3.61,12.7,16.8
290,Temple,33,17,16,0.515,7.25,7.79,,8,10,,8,5,,4,10,,69.9,70.5,,40.3,25.6,60.3,0.425,8.21,23.5,0.35,10.5,15.4,0.682,10.2,33.9,12.8,6.67,3.27,10.8,17.6
291,Tennessee ,35,26,9,0.743,18.2,10.12,,13,5,,13,2,,8,4,,73.8,65.7,,40.3,25.3,57.5,0.44,7.8,20.5,0.38,15.5,20.4,0.757,11.5,36.1,15.7,6.34,4.46,12.1,19.4
292,Tennessee State,30,15,15,0.5,-5.34,-2.98,,10,8,,9,5,,6,9,,66.6,67,,40.7,22.3,52.5,0.425,7.43,22.1,0.336,14.5,19.7,0.739,8.7,33,10.9,7.1,2.87,14.7,18.8
293,Tennessee Tech,33,19,14,0.576,-5.83,-3.54,,10,8,,11,3,,5,10,,73.1,72.4,,40.2,25.6,58.3,0.439,7.33,21.1,0.347,14.6,21.5,0.68,10.2,35.6,14.3,7.64,3.27,14.3,19.7
294,Tennessee-Martin,31,10,21,0.323,-10.52,-4.96,,5,13,,5,9,,5,12,,68.9,72.7,,40.5,26.1,58.3,0.447,6.77,21,0.323,9.97,13.7,0.725,9.94,35,12.6,6.9,3.39,14.5,18.3
295,Texas ,34,19,15,0.559,13.96,10.67,,8,10,,13,4,,3,7,,72.1,68.8,,41.5,25.9,59.1,0.439,7.21,22.5,0.32,13,19.5,0.665,10.6,35.8,11.6,6.15,4.94,11.7,16.1
296,Texas A&M ,35,22,13,0.629,15.3,10.62,,9,9,,13,3,,4,7,,75.2,70.5,,40,27.9,60.6,0.46,6.57,20,0.329,12.8,19.4,0.661,12.3,41.4,15.4,5.43,5.97,13.6,16.4
297,Texas A&M-Corpus Christi,29,11,18,0.379,-12.3,-6.57,,8,10,,7,6,,4,11,,67.7,70.9,,40.3,23.8,54.8,0.435,5.14,15.1,0.341,14.9,20.8,0.716,10.1,34.7,11.1,6.79,2.9,15.9,20.9
298,Texas Southern ,36,16,20,0.444,-7.53,-5.53,,12,6,,8,2,,5,17,,77.4,79.4,,40.3,25.7,58.6,0.438,7.78,21.7,0.359,18.3,25.2,0.725,10.3,36.1,12.2,5.75,4.03,12.6,17.5
299,Texas State,33,15,18,0.455,-5.84,-3.45,,7,11,,7,7,,6,9,,66.4,65.8,,40.3,23.4,54,0.434,6.48,19.6,0.33,13,19.7,0.661,11,34.7,13.6,5.42,2.79,13.4,16.5
300,Texas Tech ,37,27,10,0.73,19.38,9.6,,11,7,,17,1,,4,6,,74.6,64.8,,40.3,26.1,56.6,0.46,6.81,19,0.359,15.6,22.2,0.704,11,36,14.3,7.08,4.27,12.3,18.1
301,Texas-Rio Grande Valley,33,15,18,0.455,-7.73,-2.86,,6,8,,9,7,,6,10,,75.5,78.3,,40.3,25.2,62.5,0.404,6.21,20.1,0.309,18.8,25.3,0.741,11.6,37.6,15.1,7.67,3.33,13.5,21.9
302,The Citadel,32,11,21,0.344,-13.64,-2.95,,5,13,,7,8,,3,12,,82.5,88.1,,40.3,27.8,67.1,0.414,12.1,35.4,0.341,14.8,21,0.706,11.8,37,16.5,9.41,3.09,14.9,18.3
303,Toledo,34,23,11,0.676,2.65,-1.75,,13,5,,12,4,,9,6,,79,74.5,,40,26.9,57.4,0.467,9.62,24,0.401,15.7,21.3,0.737,9.38,36.9,15.5,3.74,3.97,11.6,15.9
304,Towson,32,18,14,0.563,-0.12,-3.12,,8,10,,10,4,,4,9,,76.4,71.2,,40.6,27.8,59.5,0.467,6.56,18.2,0.361,14.3,20.8,0.687,12.4,38.1,11.9,6.53,4.34,12.7,19.8
305,Troy,33,16,17,0.485,-1.5,-2.12,,9,9,,10,4,,4,10,,75,73,,40.3,25.7,58.5,0.439,8.85,26.2,0.337,14.8,20.1,0.736,9.67,36.2,13.2,5,3.76,12.4,17.3
306,Tulane,31,14,17,0.452,1.21,2.08,,5,13,,9,7,,3,8,,73.2,74.1,,40.3,25.8,57.4,0.45,7.48,21.4,0.35,14.1,19.8,0.713,9.55,34.5,15.6,5.03,4.06,13.2,18
307,Tulsa,31,19,12,0.613,4.96,2.38,,12,6,,13,2,,4,7,,73.5,70.9,,40.5,24.3,55.8,0.436,7.97,22.9,0.348,16.8,23.2,0.725,11.2,38,12.6,4.48,2.19,12.9,16
308,UAB,33,20,13,0.606,4.9,-0.65,,10,8,,14,3,,5,6,,76.8,69.8,,40.3,28.6,58.7,0.488,6.76,19.6,0.345,12.8,17.1,0.75,10.1,38,17,5.39,3.85,13.2,14.8
309,UC Davis,33,22,11,0.667,0.87,-1.84,,12,4,,10,2,,9,7,,72.4,67.9,,41.2,25.3,54.3,0.465,6.45,17.3,0.372,15.3,21.4,0.716,8.09,32.2,12.4,7.06,2.33,12.9,19.5
310,UC Irvine,35,18,17,0.514,-0.22,-0.34,,11,5,,7,5,,7,10,,69.7,67.1,,40.3,25.7,58.9,0.437,6.29,18.8,0.335,12,16.9,0.708,12,41.2,12.3,5.09,4,13.9,20.5
311,UC Riverside,31,9,22,0.29,-8.5,-1.54,,4,12,,6,8,,3,13,,65.3,69.8,,40.2,23.1,57.4,0.402,5.97,19.3,0.31,13.1,18.7,0.702,10,35.1,12.5,6.13,3.06,13.8,19.9
312,UC Santa Barbara,32,23,9,0.719,2.1,-3.37,,11,5,,12,2,,9,6,,75.8,69.1,,40.2,27.4,59.1,0.464,8.03,21.1,0.381,12.9,18.6,0.697,10.2,36.8,15,4.81,3.69,10.5,16.8
313,UCF,32,19,13,0.594,4.76,3.76,,9,9,,12,4,,5,6,,62.7,61.7,,40.2,21.6,50.8,0.424,5.53,16.8,0.329,14.1,21.9,0.641,9.53,34.6,10.6,5.28,3.47,13.5,15.3
314,UCLA ,33,21,12,0.636,12.07,6.86,,11,7,,14,2,,3,7,,81.2,76,,40.9,28.1,61,0.46,9.39,24.6,0.381,15.6,21.7,0.72,10.2,38.9,15,5.58,3.97,12.1,17.9
315,UNC Asheville,34,21,13,0.618,-3.92,-3.58,,13,5,,14,2,,7,10,,75.2,73.5,,40.7,26.8,56.5,0.475,8.15,20.7,0.394,13.4,18.1,0.741,8.24,33.9,15.4,7.41,3.35,13.8,18.5
316,UNC Greensboro ,35,27,8,0.771,4.54,-3.87,,15,3,,16,1,,8,6,,73.2,62.5,,40.9,26.4,59.3,0.445,9.46,26.8,0.353,10.9,15.7,0.698,11.9,37.3,13.9,7.63,3.77,13.7,18.6
317,UNC Wilmington,32,11,21,0.344,-7.52,-1.15,,7,11,,8,5,,2,11,,79.4,83.4,,40.8,28.8,65.9,0.436,7.63,22,0.346,14.3,20.8,0.69,14,40.9,15.3,5.13,2.09,12.9,18.3
318,UT Arlington,34,21,13,0.618,2.2,-1.44,,10,8,,13,2,,4,10,,77.6,73.5,,40.1,27.3,60.4,0.451,8.65,24.1,0.359,14.5,21,0.69,11.1,39.2,16,6.74,4.21,14.9,18.1
319,Utah,35,23,12,0.657,11.39,6.39,,11,7,,15,3,,6,6,,73.5,68.5,,40.3,25,54.4,0.46,9.2,24.9,0.37,14.2,18.7,0.759,7.66,33.5,15.2,5.14,3.29,11.8,16.2
320,Utah State,34,17,17,0.5,2.31,2.65,,8,10,,11,4,,2,12,,73.2,72.5,,40.1,25.4,56,0.454,9.32,25.6,0.364,13,18.4,0.705,8.53,33.3,13.9,5,2,13,18.1
321,Utah Valley,34,23,11,0.676,5.08,-1.76,,10,4,,16,1,,6,9,,78.1,67.9,,40.1,27.2,56.4,0.483,7.85,20.4,0.386,15.8,21.3,0.742,10.4,38.1,16.1,5.97,4.12,13.9,16.4
322,UTEP,31,11,20,0.355,-5.31,-0.21,,6,12,,9,8,,2,8,,67.5,70.9,,40,24.3,56,0.434,7.23,21.5,0.336,11.7,17.5,0.668,7,33.4,10.6,4.16,2.87,12.3,18.6
323,UTSA,35,20,15,0.571,-1.24,-0.93,,11,7,,12,4,,6,8,,78.3,75.1,,40.1,27.8,63.5,0.437,10.1,28,0.361,12.7,18.7,0.675,10.9,39.8,14.1,6.23,2.71,12.6,20.1
324,Valparaiso,32,15,17,0.469,0.63,0.93,,6,12,,8,4,,3,12,,70.4,68.2,,40,24.4,54.4,0.449,6.66,19.5,0.342,14.9,21.1,0.708,9.19,34.8,12.5,7.34,3.28,14.7,21.2
325,Vanderbilt,32,12,20,0.375,8.52,10.14,,6,12,,11,7,,1,10,,72.4,74,,40.3,24.2,55.5,0.437,9.03,25.6,0.353,14.9,20.1,0.743,9.75,33.8,12.3,4.81,3.38,11.8,19.8
326,Vermont,35,27,8,0.771,4.9,-3.16,,15,1,,12,2,,12,5,,73.9,65.1,,40,25.1,51.5,0.488,7.43,18.5,0.401,16.3,21.6,0.754,7.66,33.1,13.4,3.83,2.54,11.1,15.1
327,Villanova ,40,36,4,0.9,26.64,10.24,,14,4,,12,1,,9,3,,86.6,70.2,,40.4,30.5,61,0.5,11.6,28.9,0.401,14,17.9,0.779,9.63,35.9,16.4,6.47,4.05,10.7,16.1
328,Virginia ,34,31,3,0.912,22.2,9.05,,17,1,,16,1,,10,1,,67.1,54,,40.1,24.9,54.2,0.46,7.26,19,0.383,10,13.3,0.754,8.29,32.3,13.5,6.82,3.65,8.53,14.1
329,Virginia Commonwealth,33,18,15,0.545,3.55,2.43,,9,9,,11,7,,5,5,,76,74.8,,40.5,27.9,61,0.458,8.3,23.6,0.352,11.8,17.2,0.691,10.4,36.5,15.5,6.36,2.82,13.5,17
330,VMI,30,9,21,0.3,-15.43,-4.25,,4,14,,6,8,,3,12,,65.1,73.8,,40,22.9,57.6,0.398,7.5,23.5,0.32,11.8,15.9,0.74,9.53,34.3,11.9,7.37,2.9,14.7,18
331,Virginia Tech ,33,21,12,0.636,14.35,6.71,,10,8,,14,4,,6,5,,79.8,72.2,,40.5,28.2,56.5,0.499,8.76,22.6,0.388,14.6,20.6,0.709,7.45,32.7,16.4,5.79,2.24,12,15.8
332,Wagner,33,23,10,0.697,-3.19,-6.9,,14,4,,16,1,,7,9,,74.2,68.4,,40.2,25.4,59.5,0.427,8.15,23.3,0.35,15.2,21.4,0.711,13.5,39.1,13.3,6.61,3.91,13.7,22.1
333,Wake Forest,31,11,20,0.355,7.76,8.79,,4,14,,7,9,,3,8,,73.3,74.4,,40,25.8,58.9,0.439,7.77,20.8,0.374,13.9,18.8,0.738,10.9,35.7,13.9,5.84,3.52,13.1,19.5
334,Washington,34,21,13,0.618,7.62,6.06,,10,8,,16,4,,4,6,,74.6,73,,40.4,26.5,57.7,0.458,6.76,19.5,0.346,14.9,21.2,0.701,9.65,32.8,11.7,8.06,5.21,13.3,18.8
335,Washington State,31,12,19,0.387,0.67,5.21,,4,14,,8,8,,1,10,,73.2,77.8,,40.3,25.8,57.9,0.446,11,29.2,0.377,10.5,14.3,0.736,8.32,32.5,14.5,5.29,2.29,13.6,17.2
336,Weber State,31,20,11,0.645,0.02,-2.87,,13,5,,12,3,,7,4,,78.5,70.8,,40.5,27.3,55.5,0.491,9.03,21.7,0.417,14.9,19.5,0.766,5.87,33.5,13.9,5.19,3.87,11.9,17.8
337,West Virginia ,37,26,11,0.703,19.89,9.38,,11,7,,14,3,,5,5,,80.1,69.6,,40.1,28,64.2,0.436,8.7,24.6,0.353,15.4,20.1,0.766,14.1,37.9,15.2,8.14,5.19,11.4,21.6
338,Western Carolina,32,13,19,0.406,-11.9,-1.63,,8,10,,8,5,,3,12,,68.4,75.6,,40,24.2,58.9,0.411,7.31,22,0.333,12.8,18.7,0.683,11.6,34.4,13.3,7.94,2.88,14.9,17.5
339,Western Illinois,28,12,16,0.429,-11.07,-2.28,,3,11,,11,5,,1,10,,71.9,71.8,,40.5,26.8,57.4,0.466,6.71,18.8,0.357,11.6,16.3,0.715,7.04,35.4,11,4.86,3.89,12.5,15.4
340,Western Kentucky,38,27,11,0.711,11.08,3.64,,14,4,,14,3,,9,5,,78.4,70.4,,40.1,28.3,57.4,0.492,5.42,15.4,0.351,16.4,22.9,0.717,9.71,35.7,13.6,7.13,3.68,11.6,15
341,Western Michigan,32,17,15,0.531,-2.22,-1.99,,9,9,,10,6,,6,7,,75.1,73.4,,40.2,26.4,60.2,0.439,7.28,21.2,0.344,15,20.6,0.727,11.1,35.3,12.7,6.53,3.13,10.7,17.5
342,Wichita State ,33,25,8,0.758,16.58,5.46,,14,4,,13,3,,9,2,,82.8,71.6,,40.3,29,60.9,0.476,9.09,23.8,0.381,15.7,21.2,0.739,12.3,40.5,18.5,4.67,3.85,11.7,17.6
343,William & Mary,31,19,12,0.613,-1.37,-1.34,,11,7,,11,3,,7,8,,85,81.6,,40.5,29.4,57.5,0.511,10.9,25.1,0.434,15.5,19.1,0.81,6.74,32.9,17.7,5.61,4.03,12.3,17.1
344,Winthrop,31,19,12,0.613,-1.63,-5.85,,12,6,,11,3,,7,9,,79.5,71.6,,40,27.7,58.2,0.476,9.55,25.5,0.374,14.5,20.1,0.722,9.13,36.3,14.7,6.81,4.65,13.8,17.4
345,Wisconsin,33,15,18,0.455,10.38,9.5,,7,11,,11,7,,3,8,,66.8,66,,40.2,24,53.6,0.448,6.55,19.5,0.335,12.2,17.5,0.699,9.06,30.6,12.5,5.45,3.55,10.7,16.5
346,Wofford,34,21,13,0.618,-0.97,-2.45,,11,7,,12,5,,7,7,,75.8,70.7,,40,26.5,56.1,0.473,10.5,25.4,0.413,12.3,15.8,0.779,8,32.3,15.4,6.47,2.59,12.1,17.2
347,Wright State ,35,25,10,0.714,0.58,-3.64,,14,4,,14,2,,8,7,,71.4,65.9,,40.3,24.9,57.7,0.432,6.77,20.1,0.337,14.8,20.7,0.715,10.2,36.2,13.1,6.6,2.2,13.1,15.9
348,Wyoming,33,20,13,0.606,4.26,3.54,,10,8,,13,4,,5,7,,79.8,78.7,,41.4,26.5,59.4,0.446,9.21,26.7,0.345,17.7,23.9,0.738,7,34.8,15.7,6.52,3.94,13.6,19.8
349,Xavier ,35,29,6,0.829,19.06,9.43,,15,3,,17,1,,9,2,,84.4,74.7,,40.4,28.9,58.7,0.492,7.83,21,0.372,18.8,24.1,0.779,9.86,38.3,16.5,5.86,3.11,12.6,17.2
350,Yale,31,16,15,0.516,-4.19,-2.83,,9,5,,9,3,,7,11,,74.6,73.8,,40.3,26.8,58,0.462,8.13,24.5,0.332,12.8,17.8,0.722,8.87,33.9,16.4,6.58,3.06,13.1,17.5
